collage,Player,id,height,weight,born,birth_city,birth_state
Texas Tech University,Geoff Huston,1363,188,79,1957,Brooklyn,New York
University of Wisconsin-Parkside,Abdul Jeelani,1364,203,95,1954,Bells,Tennessee
University of California,Cheese Johnson,1365,183,77,1949,Corpus Christi,Texas
"University of California, Los Angeles",Magic Johnson*,1366,201,98,1956,Nachitoches,Louisiana
Baylor University,Vinnie Johnson,1367,188,90,1956,Brooklyn,New York
Albany State University,Major Jones,1368,206,102,1953,McGhee,Arkansas
Michigan State University,Greg Kelser,1369,201,86,1957,Panama City,Florida
Oklahoma Baptist University,Irv Kiffin,1370,206,102,1951,New York,New York
University of Louisiana at Monroe,Carl Kilpatrick,1371,208,104,1956,Bastrop,Louisiana
University of Alabama,Reggie King,1372,198,102,1957,Birmingham,Alabama
Augustana College (SD),Arvid Kramer,1373,206,99,1956,Fulda,Minnesota
Oklahoma City University,Allen Leavell,1374,185,77,1957,Muncie,Indiana
East Carolina University,Ollie Mack,1375,190,83,1957,New York,New York
San Diego State University,Steve Malovic,1376,208,104,1956,Cleveland,Ohio
University of Kansas,Paul Mokeski,1377,213,113,1957,Spokane,Washington
University of Arkansas,Sidney Moncrief,1378,190,81,1957,Little Rock,Arkansas
University of Louisiana at Monroe,Calvin Natt,1379,198,99,1957,Monroe,Louisiana
Jackson State University,Sylvester Norris,1380,211,99,1957,Jackson,Mississippi
Mississippi State University,Wiley Peck,1381,201,99,1957,Montgomery,Alabama
"University at Buffalo, State University of New York",Sam Pellom,1382,206,102,1951,Wilmington,North Carolina
Seattle University,Clint Richardson,1383,190,88,1956,Seattle,Washington
University of Southern California,Cliff Robinson,1384,206,99,1960,Oakland,California
Duke University,Jim Spanarkel,1385,196,86,1957,Jersey City,New Jersey
Marquette University,Bernard Toone,1386,206,95,1956,Yonkers,New York
University of Notre Dame,Duck Williams,1387,188,81,1956,Demopolis,Alabama
University of Rhode Island,Sly Williams,1388,201,95,1958,New Haven,Connecticut
Western Carolina University,Bubba Wilson,1389,190,79,1955,Gastonia,North Carolina
Arizona State University,Tony Zeno,1390,203,95,1957,New Orleans,Louisiana
"University of California, Los Angeles",Darrell Allums,1391,206,99,1958,Los Angeles,California
Saint Joseph's University,Norman Black,1392,196,83,1957,Baltimore,Maryland
Texas A&M University,Dave Britton,1393,193,81,1958,New York,New York
La Salle University,Michael Brooks,1394,201,99,1958,Philadelphia,Pennsylvania
University of Wyoming,Lewis Brown,1395,190,86,1919,,
Mississippi State University,Rickey Brown,1396,208,97,1958,Madison County,Mississippi
Georgia Institute of Technology,Joe Barry,1397,193,88,1969,Oakland,California
Indiana University,Butch Carter,1398,196,81,1958,Springfield,Ohio
St. John's University,Reggie Carter,1399,190,79,1957,New York,New York
St. Thomas University,Art Collins,1400,193,83,1954,Sandersville,Georgia
Illinois State University,Don Collins,1401,198,81,1951,Christopher,Illinois
University of Portland,Darwin Cook,1402,190,83,1958,Los Angeles,California
University of Detroit Mercy,Earl Cureton,1403,206,95,1957,Detroit,Michigan
Tennessee State University,Monti Davis,1404,201,92,1958,Warren,Ohio
Washington State University,James Donaldson,1405,218,124,1957,Heacham,United Kingdom
University of Missouri,Larry Drew,1406,185,77,1958,Kansas City,Kansas
"University of California, Los Angeles",Ralph Drollinger,1407,218,113,1954,La Mesa,California
Georgetown University,John Duren,1408,190,88,1958,Washington,District of Columbia
Pepperdine University,Tony Fuller,1409,193,81,1958,Detroit,Michigan
Oral Roberts University,Calvin Garrett,1410,201,86,1956,Parsons,Tennessee
Duke University,Mike Gminski,1411,211,113,1959,Monroe,Connecticut
University of Louisville,Darrell Griffith,1412,193,86,1958,Louisville,Kentucky
University of Notre Dame,Bill Hanzlik,1413,201,83,1957,Middletown,Ohio
University of Michigan,Alan Hardy,1414,201,88,1957,Detroit,Michigan
North Park University,Mike Harper,1415,208,88,1957,Chicago,Illinois
University of South Carolina,Cedrick Hordges,1416,203,99,1957,Montgomery,Alabama
St. John's University,Tony Jackson,1417,193,90,1942,Brooklyn,New York
East Texas State University,Lee Johnson,1418,211,92,1957,Plummerville,Arkansas
University of Tennessee,Reggie Johnson,1419,206,92,1957,Atlanta,Georgia
"University of Nevada, Reno",Edgar Jones,1420,208,102,1956,Fort Rucker,Alabama
Purdue University,Walter Jordan,1421,201,89,1956,Perry,Alabama
Lamar University,Clarence Kea,1422,198,98,1959,Wilmington,North Carolina
University of North Carolina at Charlotte,Chad Kinch,1423,193,86,1958,Perth Amboy,New Jersey
Drake University,Wayne Kreklow,1424,193,79,1957,Neenah,Wisconsin
University of Notre Dame,Bill Laimbeer,1425,211,111,1957,Boston,Massachusetts
McNeese State University,Edmund Lawrence,1426,213,103,1952,Lake Charles,Louisiana
University of Iowa,Ronnie Lester,1427,188,79,1959,Canton,Mississippi
University of Kentucky,Kyle Macy,1428,190,79,1957,Fort Wayne,Indiana
Hampton University,Rick Mahorn,1429,208,108,1958,Hartford,Connecticut
University of Wisconsin,Wes Matthews,1430,185,77,1959,Sarasota,Florida
University of Iowa,Bill Mayfield,1431,201,92,1957,Detroit,Michigan
University of Alabama at Birmingham,Keith McCord,1432,201,95,1957,Birmingham,Alabama
University of Minnesota,Kevin McHale*,1433,208,95,1957,Hibbing,Minnesota
University of Toledo,Dick Miller,1434,198,97,1958,Milwaukee,Wisconsin
University of Texas at Austin,Johnny Moore,1435,185,79,1958,Altoona,Pennsylvania
West Virginia University,Lowes Moore,1436,185,77,1957,Plymouth,South Carolina
University of Louisiana at Monroe,Kenny Natt,1437,190,83,1958,Monroe,Louisiana
Indiana State University,Carl Nicks,1438,185,79,1958,Chicago,Illinois
"California State University, Fullerton",Mike Niles,1439,198,102,1955,Los Angeles,California
University of North Carolina,Mike O'Koren,1440,201,93,1958,Jersey City,New Jersey
Seattle University,Jawann Oldham,1441,213,97,1957,Chicago,Illinois
Syracuse University,Louis Orr,1442,203,79,1958,Cincinnati,Ohio
Auburn University,Myles Patrick,1443,203,99,1954,Macon,Georgia
University of Pennsylvania,Tony Price,1444,198,86,1957,Bronx,New York
San Jose State University,Wally Rank,1445,198,99,1958,Fort Ord,California
Ohio State University,Kelvin Ransey,1446,185,77,1958,Toledo,Ohio
Jacksonville University,James Ray,1447,203,97,1957,New Orleans,Louisiana
University of San Francisco,Billy Reid,1448,196,86,1957,New York,New York
Virginia Polytechnic Institute and State University,Wayne Robinson,1449,203,98,1958,Greensboro,North Carolina
University of Washington,Lorenzo Romar,1450,185,79,1958,South Gate,California
Louisiana State University,DeWayne Scales,1451,203,94,1958,Dallas,Texas
Georgetown University,Craig Shelton,1452,201,95,1957,Washington,District of Columbia
Purdue University,Jerry Sichting,1453,185,76,1956,Martinsville,Indiana
Alcorn State University,Larry Smith,1454,203,97,1958,Rolling Fork,Mississippi
Villanova University,Rory Sparrow,1455,188,79,1958,Suffolk,Virginia
University of Mississippi,John Stroud,1456,201,97,1957,New Albany,Mississippi
Winston-Salem State University,Carlos Terry,1457,196,95,1956,Lexington,North Carolina
University of Louisiana at Lafayette,Andrew Toney,1458,190,80,1957,Birmingham,Alabama
Old Dominion University,Ronnie Valentine,1459,201,95,1957,Norfolk,Virginia
"University of California, Los Angeles",Kiki Vandeweghe,1460,203,99,1958,Wiesbaden,Germany
"University of Nevada, Las Vegas",Brett Vroman,1461,213,99,1955,Hollywood,California
Iowa State University,Hawkeye Whitney,1462,201,104,1939,Brooklyn,New York
"California State University, Long Beach",Michael Wiley,1463,206,90,1957,Long Beach,California
"University of California, Los Angeles",James Wilkes,1464,198,86,1953,Berkeley,California
Illinois State University,Jeff Wilkins,1465,211,104,1955,Chicago,Illinois
Indiana University,Mike Woodson,1466,196,88,1958,Indianapolis,Indiana
Marquette University,Sam Worthen,1467,196,88,1958,Brooklyn,New York
DePaul University,Mark Aguirre,1468,198,105,1959,Chicago,Illinois
Brigham Young University,Danny Ainge,1469,193,79,1959,Eugene,Oregon
Tuskegee University,Carl Bailey,1470,213,95,1958,Birmingham,Alabama
Duke University,Gene Banks,1471,201,97,1959,Philadelphia,Pennsylvania
Kansas State University,Rolando Blackman,1472,198,86,1959,Panama City,Panama
Oregon State University,Ray Blume,1473,193,83,1958,Valdosta,Georgia
Texas Southern University,Alex Bradley,1474,198,86,1953,Utica,Mississippi
University of Wyoming,Charles Bradley,1475,196,97,1959,Havre De Grace,Maryland
Southern Methodist University,Brad Branson,1476,208,99,1958,Harvey,Illinois
West Virginia Wesleyan College,Jim Brogan,1477,193,83,1958,Ardmore,Pennsylvania
University of Louisville,Roger Burkman,1478,196,79,1958,Indianapolis,Indiana
Saint Louis University,David Burns,1479,188,81,1958,Dallas,Texas
Auburn University,Bobby Cattage,1480,206,113,1958,Huntsville,Alabama
University of Utah,Tom Chambers,1481,208,99,1959,Ogden,Utah
University of Colorado,Joe Cooper,1482,208,104,1957,Houston,Texas
Wake Forest University,Charles Davis,1483,188,72,1949,New York,New York
Duke University,Kenny Dennard,1484,203,99,1958,King,North Carolina
Florida State University,Mickey Dillard,1485,190,77,1958,Hollywood,Florida
University of Kansas,John Douglas,1486,188,77,1956,Town Creek,Alabama
"California State University, Long Beach",Craig Dykema,1487,203,86,1959,Lakewood,California
Cleveland State University,Franklin Edwards,1488,185,77,1959,New York,New York
University of Washington,Petur Gudmundsson,1489,218,117,1958,Reykjavik,Iceland
St. Bonaventure University,Glenn Hagan,1490,183,77,1955,Sanford,Florida
Idaho State University,Steve Hayes,1491,213,92,1955,American Falls,Idaho
University of Notre Dame,Tracy Jackson,1492,198,92,1959,Rockville,Maryland
Florida Agricultural and Mechanical University,Clay Johnson,1493,208,108,1956,Monticello,Florida
Wake Forest University,Frank Johnson,1494,185,83,1958,Weirsdale,Florida
Murray State University,Steve Johnson,1495,203,99,1944,Clairton,Pennsylvania
University of Maryland,Albert King,1496,198,86,1959,Brooklyn,New York
University of Virginia,Jeff Lamp,1497,198,88,1959,Minneapolis,Minnesota
University of Oregon,Rock Lee,1498,193,87,1952,Boston,Massachusetts
Arizona State University,Alton Lister,1499,213,108,1958,Dallas,Texas
Drake University,Lewis Lloyd,1500,198,92,1959,Philadelphia,Pennsylvania
Alabama State University,Kevin Loder,1501,198,92,1959,Cassopolis,Michigan
Louisiana State University,Rudy Macklin,1502,201,92,1958,Louisville,Kentucky
University of Oklahoma,John McCullough,1503,193,86,1956,Lima,Ohio
University of Memphis,Hank McDowell,1504,206,97,1959,Memphis,Tennessee
University of Michigan,Mike McGee,1505,196,86,1959,Tyler,Texas
Creighton University,Kevin McKenna,1506,196,88,1959,St. Paul,Minnesota
Clemson University,Larry Nance,1507,208,92,1959,Anderson,South Carolina
Arizona State University,Kurt Nimphius,1508,208,98,1958,Milwaukee,Wisconsin
Oregon State University,Mark Radford,1509,193,86,1959,Tacoma,Washington
University of South Alabama,Ed Rains,1510,201,86,1956,Ocala,Florida
Santa Clara University,Kurt Rambis,1511,203,96,1958,Cupertino,California
Iona College,Jeff Ruland,1512,208,108,1958,Bayshore,New York
Syracuse University,Danny Schayes,1513,211,106,1959,Syracuse,New York
Ohio State University,Jim Smith,1514,206,102,1958,Cleveland,Ohio
Howard University,Larry Spriggs,1515,201,104,1959,Cheverly,Maryland
Indiana University,Isiah Thomas*,1516,185,81,1961,Chicago,Illinois
Indiana University,Ray Tolbert,1517,206,102,1958,Anderson,Indiana
University of Notre Dame,Kelly Tripucka,1518,198,99,1959,Glen Ridge,New Jersey
University of Mississippi,Elston Turner,1519,196,86,1959,Knoxville,Tennessee
University of Kansas,Darnell Valentine,1520,185,83,1959,Chicago,Illinois
"California State University, Fresno",Pete Verhoeven,1521,206,97,1959,Hanford,California
Michigan State University,Jay Vincent,1522,201,99,1959,Kalamazoo,Michigan
University of Utah,Danny Vranes,1523,201,95,1958,Salt Lake City,Utah
University of Maryland,Buck Williams,1524,203,97,1960,Rocky Mount,North Carolina
Ohio State University,Herb Williams,1525,208,109,1958,Columbus,Ohio
College of the Holy Cross,Garry Witts,1526,201,86,1959,Elizabeth,New Jersey
University of North Carolina,Al Wood,1527,198,87,1958,Gray,Georgia
University of Tennessee,Howard Wood,1528,201,106,1959,Southhampton,New York
University of Notre Dame,Orlando Woolridge,1529,206,97,1959,Bernice,Louisiana
University of North Carolina,Rich Yonakor,1530,206,99,1958,Euclid,Ohio
University of Southern California,Dwight Anderson,1531,190,83,1960,Dayton,Ohio
,J.J. Anderson,1532,190,83,1960,,
"University of California, Santa Barbara",Richard Anderson,1533,208,108,1960,San Pedro,California
Boston College,John Bagley,1534,183,83,1960,Bridgeport,Connecticut
University of Notre Dame,Dave Batton,1535,208,108,1956,Baltimore,Maryland
Oregon State University,Lester Conner,1536,193,81,1959,Memphis,Tennessee
University of San Francisco,Chubby Cox,1537,188,81,1955,Philadelphia,Pennsylvania
DePaul University,Terry Cummings,1538,206,99,1961,Chicago,Illinois
University of San Francisco,Quintin Dailey,1539,190,81,1961,Baltimore,Maryland
"University of California, Los Angeles",Mark Eaton,1540,224,124,1957,Westminster,California
University of Louisville,Jerry Eaves,1541,193,81,1959,Louisville,Kentucky
Purdue University,Keith Edmonson,1542,196,88,1960,Gulfport,Mississippi
University of Wyoming,Chris Engler,1543,211,111,1959,Stillwater,Minnesota
University of Notre Dame,Bruce Flowers,1544,203,102,1957,Rochester,New York
Georgetown University,Sleepy Floyd,1545,190,77,1960,Gastonia,North Carolina
University of Portland,Bill Garnett,1546,208,99,1940,East St. Louis,Illinois
University of Oregon,John Greig,1547,201,97,1961,Sacramento,California
University of Arkansas,Scott Hastings,1548,208,106,1960,Independence,Kansas
"California State University, Fresno",Rod Higgins,1549,201,90,1960,Monroe,Louisiana
"California State University, Long Beach",Craig Hodges,1550,188,86,1960,Park Forest,Illinois
University of Virginia,Marc Iavaroni,1551,203,95,1956,Jamaica,New York
Wake Forest University,Jim Johnstone,1552,211,111,1960,New Canaan,Connecticut
Vanderbilt University,Hutch Jones,1553,203,86,1959,Buffalo,New York
Ohio State University,Clark Kellogg,1554,201,102,1961,Cleveland,Ohio
University of Detroit Mercy,Joe Kopicki,1555,206,108,1960,Warren,Michigan
Arizona State University,Fat Lever,1556,190,77,1960,Pine Bluff,Arkansas
Wichita State University,Cliff Levingston,1557,203,95,1961,San Diego,California
South Dakota State University,Steve Lingenfelter,1558,206,102,1958,Eau Claire,Wisconsin
University of Kansas,Dave Magley,1559,203,91,1959,South Bend,Indiana
University of California,Mark McNamara,1560,211,106,1959,San Jose,California
Wake Forest University,Guy Morgan,1561,203,92,1960,Virginia Beach,Virginia
Kansas State University,Ed Nealy,1562,201,107,1960,Pittsburg,Kansas
North Carolina State University,Chuck Nevitt,1563,226,98,1959,Cortez,Colorado
Jackson State University,Audie Norris,1564,206,104,1960,Jackson,Mississippi
University of Alabama,Eddie Phillips,1565,201,102,1961,Birmingham,Alabama
Rice University,Ricky Pierce,1566,193,92,1959,Dallas,Texas
University of Maryland,Charles Pittman,1567,203,99,1958,Rocky Mount,North Carolina
University of Tulsa,Paul Pressey,1568,196,83,1958,Richmond,Virginia
University of Alabama at Birmingham,Oliver Robinson,1569,193,81,1960,Birmingham,Alabama
Western Michigan University,Walker Russell,1570,196,88,1960,Pontiac,Michigan
"University of California, Los Angeles",Mike Sanders,1571,198,95,1960,Vidalia,Louisiana
University of Tennessee at Chattanooga,Russ Schoene,1572,208,95,1960,Trenton,Illinois
