team1,team2,id,season,city,date,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
Sunrisers Hyderabad,Royal Challengers Bangalore,1,2017,Hyderabad,4/5/2017,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,
Mumbai Indians,Rising Pune Supergiant,2,2017,Pune,4/6/2017,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
Gujarat Lions,Kolkata Knight Riders,3,2017,Rajkot,4/7/2017,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,
Rising Pune Supergiant,Kings XI Punjab,4,2017,Indore,4/8/2017,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
Royal Challengers Bangalore,Delhi Daredevils,5,2017,Bangalore,4/8/2017,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,KM Jadhav,M Chinnaswamy Stadium,,,
Gujarat Lions,Sunrisers Hyderabad,6,2017,Hyderabad,4/9/2017,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,
Kolkata Knight Riders,Mumbai Indians,7,2017,Mumbai,4/9/2017,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,
Royal Challengers Bangalore,Kings XI Punjab,8,2017,Indore,4/10/2017,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
Delhi Daredevils,Rising Pune Supergiant,9,2017,Pune,4/11/2017,Rising Pune Supergiant,field,normal,0,Delhi Daredevils,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,
Sunrisers Hyderabad,Mumbai Indians,10,2017,Mumbai,4/12/2017,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,
Kings XI Punjab,Kolkata Knight Riders,11,2017,Kolkata,4/13/2017,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,
Royal Challengers Bangalore,Mumbai Indians,12,2017,Bangalore,4/14/2017,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,
Rising Pune Supergiant,Gujarat Lions,13,2017,Rajkot,4/14/2017,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
Kolkata Knight Riders,Sunrisers Hyderabad,14,2017,Kolkata,4/15/2017,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,
Delhi Daredevils,Kings XI Punjab,15,2017,Delhi,4/15/2017,Delhi Daredevils,bat,normal,0,Delhi Daredevils,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,
Gujarat Lions,Mumbai Indians,16,2017,Mumbai,4/16/2017,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,
Rising Pune Supergiant,Royal Challengers Bangalore,17,2017,Bangalore,4/16/2017,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,
Delhi Daredevils,Kolkata Knight Riders,18,2017,Delhi,4/17/2017,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,
Sunrisers Hyderabad,Kings XI Punjab,19,2017,Hyderabad,4/17/2017,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,
Royal Challengers Bangalore,Gujarat Lions,20,2017,Rajkot,4/18/2017,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,
Sunrisers Hyderabad,Delhi Daredevils,21,2017,Hyderabad,4/19/2017,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,
Kings XI Punjab,Mumbai Indians,22,2017,Indore,4/20/2017,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
Kolkata Knight Riders,Gujarat Lions,23,2017,Kolkata,4/21/2017,Gujarat Lions,field,normal,0,Gujarat Lions,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,
Mumbai Indians,Delhi Daredevils,24,2017,Mumbai,4/22/2017,Delhi Daredevils,field,normal,0,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,
Sunrisers Hyderabad,Rising Pune Supergiant,25,2017,Pune,4/22/2017,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
Kings XI Punjab,Gujarat Lions,26,2017,Rajkot,4/23/2017,Gujarat Lions,field,normal,0,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,
Kolkata Knight Riders,Royal Challengers Bangalore,27,2017,Kolkata,4/23/2017,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,
Rising Pune Supergiant,Mumbai Indians,28,2017,Mumbai,4/24/2017,Mumbai Indians,field,normal,0,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,
Rising Pune Supergiant,Kolkata Knight Riders,29,2017,Pune,4/26/2017,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,
Royal Challengers Bangalore,Gujarat Lions,30,2017,Bangalore,4/27/2017,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,
Delhi Daredevils,Kolkata Knight Riders,31,2017,Kolkata,4/28/2017,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,
Sunrisers Hyderabad,Kings XI Punjab,32,2017,Chandigarh,4/28/2017,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,
Rising Pune Supergiant,Royal Challengers Bangalore,33,2017,Pune,4/29/2017,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,
Gujarat Lions,Mumbai Indians,34,2017,Rajkot,4/29/2017,Gujarat Lions,bat,tie,0,Mumbai Indians,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,
Delhi Daredevils,Kings XI Punjab,35,2017,Chandigarh,4/30/2017,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,
Sunrisers Hyderabad,Kolkata Knight Riders,36,2017,Hyderabad,4/30/2017,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,
Royal Challengers Bangalore,Mumbai Indians,37,2017,Mumbai,5/1/2017,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,
Gujarat Lions,Rising Pune Supergiant,38,2017,Pune,5/1/2017,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,
Sunrisers Hyderabad,Delhi Daredevils,39,2017,Delhi,5/2/2017,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,
Kolkata Knight Riders,Rising Pune Supergiant,40,2017,Kolkata,5/3/2017,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,
Gujarat Lions,Delhi Daredevils,41,2017,Delhi,5/4/2017,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,
Kings XI Punjab,Royal Challengers Bangalore,42,2017,Bangalore,5/5/2017,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,
Rising Pune Supergiant,Sunrisers Hyderabad,43,2017,Hyderabad,5/6/2017,Sunrisers Hyderabad,field,normal,0,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,
Mumbai Indians,Delhi Daredevils,44,2017,Delhi,5/6/2017,Delhi Daredevils,field,normal,0,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,
Royal Challengers Bangalore,Kolkata Knight Riders,45,2017,Bangalore,5/7/2017,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
Kings XI Punjab,Gujarat Lions,46,2017,Chandigarh,5/7/2017,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,
Mumbai Indians,Sunrisers Hyderabad,47,2017,Hyderabad,5/8/2017,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,
Kings XI Punjab,Kolkata Knight Riders,48,2017,Chandigarh,5/9/2017,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,
Gujarat Lions,Delhi Daredevils,49,2017,Kanpur,5/10/2017,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,
Kings XI Punjab,Mumbai Indians,50,2017,Mumbai,5/11/2017,Mumbai Indians,field,normal,0,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,
Delhi Daredevils,Rising Pune Supergiant,51,2017,Delhi,5/12/2017,Delhi Daredevils,bat,normal,0,Delhi Daredevils,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,
Gujarat Lions,Sunrisers Hyderabad,52,2017,Kanpur,5/13/2017,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,
Mumbai Indians,Kolkata Knight Riders,53,2017,Kolkata,5/13/2017,Kolkata Knight Riders,field,normal,0,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,
Kings XI Punjab,Rising Pune Supergiant,54,2017,Pune,5/14/2017,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
Royal Challengers Bangalore,Delhi Daredevils,55,2017,Delhi,5/14/2017,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,
Rising Pune Supergiant,Mumbai Indians,56,2017,Mumbai,5/16/2017,Mumbai Indians,field,normal,0,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,
